Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Tesla,Model X,2016,175371,2019-09-26,Electrique,Manuelle,110,Euro 1,Rouge,SUV,Espagne,120000,74399.0
Citroen,C4,2023,29474,2026-12-07,Electrique,Manuelle,130,Euro 1,Blanc,Monospace,Allemagne,24000,28785.0
Tesla,Model X,2005,221506,2008-01-13,Electrique,Manuelle,200,Euro 1,Gris,Crossover,USA,120000,26670.0
Tesla,Model 3,2019,108298,2021-10-21,Electrique,Manuelle,130,Euro 1,Bleu,Break,Italie,45000,38475.0
Ford,Kuga,2010,192140,2013-10-01,Diesel,Manuelle,200,Euro 4,Bleu,Crossover,Italie,34000,14040.0
Kia,EV6,2014,236964,2014-02-10,Essence,Manuelle,150,Euro 4,Blanc,Break,Japon,64607,30600.29
Volkswagen,Golf,2008,200189,2011-01-11,Gaz,Automatique,110,Euro 3,Blanc,Break,USA,25000,9472.0
Mercedes,GLC,2012,57982,2013-02-18,Essence,Manuelle,150,Euro 4,Noir,SUV,Allemagne,85000,50445.0
Audi,A3,2010,81748,2010-01-21,Essence,Automatique,90,Euro 4,Noir,Monospace,Italie,34000,17950.0
Renault,Captur,2011,31288,2014-03-26,Gaz,Automatique,150,Euro 4,Gris,Crossover,Japon,28000,19140.0
Peugeot,208,2010,132784,2011-04-03,Hybride,Manuelle,200,Euro 1,Rouge,Break,Japon,18000,10350.0
Mercedes,GLC,2006,59369,2008-08-15,Gaz,Automatique,90,Euro 3,Noir,Crossover,Italie,85000,36654.0
BMW,Serie 1,2011,64880,2014-07-25,Essence,Manuelle,150,Euro 4,Rouge,Crossover,Espagne,35000,19525.0
Nissan,X-Trail,2009,86275,2012-07-31,Essence,Manuelle,130,Euro 3,Bleu,Break,Italie,43800,20727.0
Nissan,Leaf,2013,238576,2014-05-30,Hybride,Automatique,110,Euro 1,Bleu,Crossover,Japon,33000,17204.0
Porsche,911 Turbo,2020,136873,2022-12-05,Hybride,Manuelle,90,Euro 1,Rouge,Berline,France,217386,165964.5
Tesla,Model X,2008,74824,2010-10-31,Electrique,Manuelle,200,Euro 1,Bleu,Crossover,Espagne,120000,57150.0
Mercedes,Classe C,2022,90850,2022-02-27,Essence,Manuelle,200,Euro 6,Bleu,Crossover,France,55000,47600.0
Audi,Q5,2014,79567,2014-03-27,Gaz,Automatique,110,Euro 4,Noir,Break,Japon,65000,43848.0
Porsche,Taycan 4 Cross Turismmo,2013,61954,2016-07-28,Essence,Automatique,200,Euro 4,Rouge,SUV,France,117450,73474.5
Ford,Mustang,2011,172380,2012-02-01,Hybride,Manuelle,200,Euro 1,Blanc,Monospace,Japon,59300,28292.0
BMW,Serie 3,2022,124666,2022-02-09,Gaz,Automatique,90,Euro 6,Blanc,Monospace,Allemagne,45000,40508.0
Dacia,Duster,2011,114863,2013-01-18,Essence,Manuelle,200,Euro 4,Bleu,Monospace,Allemagne,19900,10450.0
Nissan,X-Trail,2012,26490,2012-09-13,Diesel,Automatique,90,Euro 4,Bleu,Crossover,USA,43800,28954.0
BMW,Serie 5,2008,76859,2008-05-28,Essence,Automatique,130,Euro 3,Bleu,Break,Allemagne,65000,30285.0
Citroen,C5 X,2020,236559,2023-04-16,Essence,Automatique,110,Euro 6,Noir,Monospace,Espagne,36700,25220.0
Citroen,C4,2017,110621,2017-03-17,Diesel,Automatique,200,Euro 5,Noir,Berline,Italie,24000,19040.0
Tesla,Model 3,2015,42013,2015-08-27,Electrique,Automatique,200,Euro 1,Noir,Break,USA,45000,37260.0
Tesla,Model 3,2020,136519,2022-08-23,Electrique,Automatique,130,Euro 1,Blanc,SUV,Espagne,45000,39975.0
Tesla,Model S,2020,71472,2021-05-22,Electrique,Manuelle,200,Euro 1,Blanc,SUV,USA,95000,82620.0
Volkswagen,Arteon,2007,116248,2008-06-18,Gaz,Automatique,110,Euro 3,Rouge,Crossover,USA,48000,19988.0
Toyota,Hilux,2015,244239,2017-10-17,Gaz,Automatique,110,Euro 5,Blanc,Monospace,USA,45000,24304.0
Peugeot,208,2011,211459,2014-06-04,Essence,Automatique,90,Euro 4,Blanc,Monospace,France,18000,7960.0
BMW,Serie 1,2009,38951,2009-07-06,Essence,Manuelle,130,Euro 3,Blanc,Crossover,USA,35000,18356.0
Peugeot,308,2007,185131,2009-09-28,Diesel,Automatique,90,Euro 3,Noir,Break,Italie,30000,10199.0
Kia,EV6,2006,202166,2008-11-30,Essence,Automatique,110,Euro 3,Noir,Break,Espagne,64607,17343.82
Renault,Talisman,2014,160970,2015-07-07,Gaz,Manuelle,150,Euro 4,Bleu,SUV,Italie,40000,23220.0
Citroen,C4,2024,28688,2026-07-02,Electrique,Manuelle,90,Euro 1,Gris,SUV,France,24000,29302.0
Porsche,Taycan 4 Cross Turismmo,2008,110988,2009-05-01,Essence,Automatique,110,Euro 3,Bleu,Break,Allemagne,117450,49015.5
Tesla,Model X,2017,55171,2017-07-15,Electrique,Automatique,90,Euro 1,Rouge,Crossover,Italie,120000,94646.0
Peugeot,3008,2022,64564,2022-06-13,Hybride,Manuelle,130,Euro 1,Blanc,SUV,Italie,35000,34584.0
Mercedes,Classe A,2009,248178,2011-04-02,Gaz,Automatique,200,Euro 3,Gris,Berline,Allemagne,38000,13485.0
Toyota,RAV4,2010,30976,2012-03-20,Gaz,Manuelle,130,Euro 4,Blanc,Crossover,France,37000,21890.0
Toyota,Corolla,2008,122909,2010-11-13,Diesel,Automatique,150,Euro 3,Gris,Crossover,Allemagne,28000,12600.0
Dacia,Bigster,2007,61675,2007-10-21,Gaz,Automatique,200,Euro 3,Gris,Berline,Allemagne,25000,13115.0
Renault,Megane,2020,16778,2022-06-30,Electrique,Manuelle,130,Euro 1,Noir,Crossover,Espagne,25000,27231.0
Porsche,Carrera 4 GTS Cabriolet,2019,63165,2019-03-09,Hybride,Manuelle,90,Euro 1,Noir,Monospace,Japon,197400,159027.0
Porsche,Carrera 4 GTS Cabriolet,2019,198382,2022-05-30,Essence,Automatique,150,Euro 5,Blanc,SUV,Japon,197400,131934.0
Nissan,Leaf,2022,61523,2023-12-17,Essence,Automatique,110,Euro 6,Rouge,Break,Allemagne,33000,30888.0
Nissan,Leaf,2016,19527,2018-02-27,Essence,Manuelle,150,Euro 5,Blanc,Berline,USA,33000,25125.0
Toyota,Corolla,2011,217023,2011-07-17,Hybride,Automatique,130,Euro 1,Rouge,SUV,France,28000,13720.0
Citroen,C3 Berlin,2015,88200,2015-07-16,Hybride,Automatique,130,Euro 1,Blanc,Berline,Allemagne,21800,18265.0
Peugeot,5008,2015,244746,2018-07-24,Diesel,Automatique,150,Euro 5,Bleu,Monospace,France,42000,22295.0
Hyundai,i20,2008,91175,2008-09-28,Essence,Manuelle,200,Euro 3,Blanc,Break,France,19500,8815.0
Hyundai,i20,2021,51014,2024-04-16,Gaz,Manuelle,150,Euro 6,Gris,Berline,USA,19500,19350.0
Audi,A4,2011,23617,2011-04-01,Essence,Automatique,110,Euro 4,Gris,Crossover,USA,48000,29559.0
Audi,Q5,2018,63895,2018-01-02,Electrique,Manuelle,110,Euro 1,Noir,Berline,Allemagne,65000,54036.0
Citroen,C5 X,2016,157310,2017-08-27,Diesel,Automatique,90,Euro 5,Noir,SUV,Espagne,36700,24156.0
Audi,A6,2021,175913,2022-11-02,Diesel,Manuelle,200,Euro 6,Rouge,SUV,USA,72000,54760.0
Renault,Megane,2019,121075,2020-01-08,Diesel,Manuelle,150,Euro 5,Blanc,Berline,Espagne,25000,19345.0
Nissan,Qashqai,2023,52192,2026-10-09,Gaz,Automatique,90,Euro 6,Noir,SUV,USA,34700,35972.0
Nissan,X-Trail,2020,74352,2020-05-11,Hybride,Automatique,200,Euro 1,Rouge,Berline,Espagne,43800,41148.0
Renault,Megane,2010,41768,2013-05-11,Hybride,Manuelle,110,Euro 1,Gris,SUV,Italie,25000,15714.0
BMW,Serie 3,2009,231661,2010-11-25,Essence,Manuelle,90,Euro 3,Bleu,Break,USA,45000,14368.0
Ford,Kuga,2014,181330,2014-02-28,Gaz,Automatique,150,Euro 4,Gris,Break,Italie,34000,20280.0
Renault,Talisman,2018,129080,2021-10-19,Hybride,Manuelle,90,Euro 1,Bleu,Berline,Allemagne,40000,30730.0
Audi,A4,2020,67018,2022-04-04,Essence,Automatique,150,Euro 6,Noir,Monospace,Espagne,48000,41410.0
Kia,Proceed,2020,234533,2023-08-17,Electrique,Automatique,110,Euro 1,Gris,SUV,Italie,33000,26715.0
Citroen,C5 Aircross,2011,114890,2013-06-23,Gaz,Automatique,130,Euro 4,Gris,Break,Allemagne,35000,19900.0
Hyundai,Tucson,2024,114072,2024-11-17,Electrique,Manuelle,90,Euro 1,Bleu,Crossover,Italie,35000,36401.0
BMW,Serie 1,2012,30143,2014-12-14,Essence,Automatique,200,Euro 4,Noir,SUV,Japon,35000,23180.0
Audi,Q5,2010,125991,2012-02-12,Gaz,Manuelle,110,Euro 4,Rouge,Monospace,Allemagne,65000,31096.0
Citroen,C5 X,2006,63905,2009-09-04,Diesel,Automatique,200,Euro 3,Noir,Berline,Allemagne,36700,16280.0
Kia,Niro,2024,148202,2025-01-02,Hybride,Manuelle,90,Euro 1,Noir,SUV,Italie,39811,37591.46
BMW,Serie 1,2019,54109,2020-02-22,Electrique,Automatique,130,Euro 1,Blanc,Berline,Italie,35000,34640.0
Ford,Bronco,2007,101569,2007-12-13,Gaz,Automatique,130,Euro 3,Bleu,Monospace,USA,76500,31707.0
Porsche,911 Turbo,2022,24125,2025-07-13,Hybride,Manuelle,200,Euro 1,Gris,Crossover,Italie,217386,204595.12
Hyundai,Tucson,2024,239848,2025-05-01,Hybride,Manuelle,130,Euro 1,Noir,Berline,USA,35000,30261.0
Tesla,Model 3,2014,198255,2014-03-21,Electrique,Automatique,200,Euro 1,Gris,SUV,Italie,45000,27540.0
Hyundai,Tucson,2017,137114,2019-06-28,Hybride,Automatique,90,Euro 1,Rouge,Monospace,Espagne,35000,26994.0
Porsche,911 Turbo,2023,155981,2023-03-23,Hybride,Manuelle,150,Euro 1,Noir,Berline,Japon,217386,181946.52
BMW,Serie 3,2020,155361,2020-09-26,Diesel,Automatique,200,Euro 6,Rouge,Monospace,Espagne,45000,35770.0
Toyota,Corolla,2012,46256,2012-12-16,Essence,Manuelle,200,Euro 4,Blanc,Break,Italie,28000,17400.0
Ford,Bronco,2015,234802,2015-12-10,Essence,Automatique,130,Euro 5,Noir,Break,Espagne,76500,39400.0
Peugeot,5008,2019,47537,2022-10-21,Hybride,Automatique,110,Euro 1,Rouge,Crossover,Japon,42000,38961.0
Porsche,Taycan 4 Cross Turismmo,2014,114412,2014-09-16,Essence,Automatique,150,Euro 4,Noir,Berline,Allemagne,117450,70770.5
Toyota,Yaris,2010,198712,2011-09-08,Diesel,Manuelle,110,Euro 4,Gris,Berline,Japon,19000,7839.0
Audi,Q5,2024,192602,2025-01-22,Electrique,Automatique,150,Euro 1,Noir,Berline,Espagne,65000,59535.0
Nissan,Ariya,2008,51049,2011-06-08,Diesel,Manuelle,110,Euro 3,Noir,Crossover,Italie,39300,18988.0
Hyundai,i20,2005,45306,2005-03-22,Diesel,Automatique,110,Euro 3,Noir,Monospace,Italie,19500,8814.0
Kia,Proceed,2012,23846,2012-05-13,Diesel,Manuelle,200,Euro 4,Bleu,Break,Espagne,33000,21700.0
Peugeot,208,2017,152668,2017-05-23,Diesel,Manuelle,130,Euro 5,Bleu,Monospace,Japon,18000,12352.0
Mercedes,Classe C,2017,74053,2019-10-27,Diesel,Manuelle,200,Euro 5,Bleu,SUV,Italie,55000,41040.0
Audi,A3,2012,34740,2012-08-14,Gaz,Manuelle,200,Euro 4,Bleu,Crossover,Japon,34000,22875.0
Kia,EV6,2022,120828,2024-01-18,Diesel,Automatique,200,Euro 6,Bleu,Break,Allemagne,64607,56257.74
Tesla,Model 3,2017,81318,2019-01-11,Electrique,Automatique,90,Euro 1,Bleu,Berline,Italie,45000,37559.0
Tesla,Model 3,2021,104701,2022-12-22,Electrique,Manuelle,110,Euro 1,Gris,SUV,Japon,45000,41391.0
Kia,EV6,2016,220110,2016-05-06,Hybride,Automatique,110,Euro 1,Bleu,Monospace,USA,64607,38181.78
Toyota,Yaris,2014,67361,2014-07-29,Hybride,Automatique,130,Euro 1,Bleu,Crossover,USA,19000,16192.0
BMW,X5,2013,29235,2013-02-23,Hybride,Manuelle,150,Euro 1,Blanc,Break,Japon,80000,54925.0
Tesla,Model X,2023,149646,2025-04-25,Electrique,Automatique,150,Euro 1,Rouge,Berline,France,120000,106655.0
Volkswagen,Tiguan,2016,41683,2017-07-05,Essence,Automatique,90,Euro 5,Bleu,Berline,USA,40000,30168.0
Porsche,911 Turbo,2013,171899,2016-02-13,Essence,Automatique,200,Euro 4,Gris,Break,Italie,217386,110193.0
Tesla,Model S,2017,16475,2018-01-25,Electrique,Automatique,150,Euro 1,Bleu,Berline,Espagne,95000,80730.0
BMW,Serie 3,2009,34788,2011-08-08,Gaz,Automatique,150,Euro 3,Bleu,Crossover,Allemagne,45000,26000.0
Porsche,Taycan 4 Cross Turismmo,2015,180910,2017-10-20,Essence,Automatique,130,Euro 5,Gris,Monospace,USA,117450,65862.5
Tesla,Model 3,2014,204932,2014-08-18,Electrique,Manuelle,90,Euro 1,Blanc,Crossover,Espagne,45000,25450.0
Citroen,C4,2010,184604,2012-11-08,Hybride,Automatique,90,Euro 1,Gris,SUV,France,24000,11960.0
Renault,Talisman,2014,212182,2017-03-07,Gaz,Manuelle,110,Euro 4,Bleu,Crossover,Japon,40000,20874.0
Toyota,Hilux,2012,136520,2014-11-07,Gaz,Automatique,150,Euro 4,Gris,Break,Italie,45000,25500.0
Audi,A6,2012,134779,2013-08-13,Diesel,Manuelle,150,Euro 4,Bleu,Monospace,Espagne,72000,37485.0
Nissan,Leaf,2016,76978,2019-07-06,Hybride,Automatique,90,Euro 1,Noir,Crossover,Italie,33000,26841.0
Nissan,Leaf,2011,191317,2014-04-30,Gaz,Automatique,200,Euro 4,Blanc,Monospace,France,33000,16170.0
Renault,Talisman,2024,238566,2027-12-20,Gaz,Manuelle,130,Euro 6,Noir,Berline,Italie,40000,32956.0
Hyundai,Tucson,2007,145165,2008-01-27,Gaz,Automatique,110,Euro 3,Noir,Crossover,USA,35000,13860.0
Toyota,Hilux,2010,99413,2012-09-24,Hybride,Automatique,150,Euro 1,Rouge,Crossover,France,45000,25235.0
Kia,EV6,2015,136849,2017-12-02,Hybride,Manuelle,130,Euro 1,Rouge,Monospace,USA,64607,41344.2
Tesla,Model S,2019,197876,2021-01-17,Electrique,Manuelle,110,Euro 1,Bleu,Break,Espagne,95000,66726.0
Nissan,Qashqai,2005,50962,2006-07-28,Gaz,Automatique,150,Euro 3,Rouge,Berline,Italie,34700,15086.0
Ford,Bronco,2022,94968,2022-07-13,Electrique,Manuelle,150,Euro 1,Rouge,Berline,Italie,76500,70550.0
Volkswagen,Tiguan,2005,145020,2005-01-06,Diesel,Automatique,150,Euro 3,Rouge,Break,Japon,40000,12615.0
BMW,Serie 3,2009,33880,2011-12-12,Essence,Automatique,150,Euro 3,Rouge,Berline,Espagne,45000,24700.0
Volkswagen,Tiguan,2016,64374,2016-01-13,Gaz,Automatique,90,Euro 5,Bleu,Crossover,France,40000,31080.0
Hyundai,i30,2021,140085,2022-01-01,Essence,Automatique,200,Euro 6,Rouge,SUV,USA,22000,19250.0
Peugeot,5008,2011,218404,2011-11-26,Diesel,Automatique,150,Euro 4,Bleu,Monospace,Allemagne,42000,18200.0
Kia,EV6,2014,169296,2016-05-18,Gaz,Manuelle,150,Euro 4,Rouge,Crossover,Italie,64607,36507.78
Kia,Niro,2023,73826,2025-07-20,Essence,Manuelle,150,Euro 6,Rouge,Crossover,Espagne,39811,36279.9
Citroen,C5 Aircross,2018,136270,2018-02-27,Diesel,Manuelle,90,Euro 5,Noir,Berline,Allemagne,35000,24771.0
Peugeot,5008,2010,28691,2010-03-09,Hybride,Manuelle,150,Euro 1,Blanc,Break,Espagne,42000,26040.0
Volkswagen,Golf,2005,65950,2005-02-28,Diesel,Manuelle,110,Euro 3,Gris,Break,Espagne,25000,9657.0
Tesla,Model S,2010,67549,2010-12-27,Electrique,Automatique,110,Euro 1,Bleu,Berline,Italie,95000,53612.0
BMW,Serie 3,2024,132346,2027-01-01,Electrique,Automatique,150,Euro 1,Gris,Monospace,Japon,45000,46545.0
Nissan,Qashqai,2021,55830,2024-11-06,Hybride,Manuelle,150,Euro 1,Bleu,Break,USA,34700,33712.0
Toyota,RAV4,2019,244501,2020-04-25,Diesel,Manuelle,150,Euro 5,Noir,SUV,Espagne,37000,23485.0
BMW,Serie 3,2012,219664,2014-09-24,Diesel,Automatique,130,Euro 4,Noir,Crossover,Japon,45000,20769.0
Porsche,911 Turbo,2011,63973,2014-12-18,Hybride,Automatique,200,Euro 1,Blanc,Berline,USA,217386,123412.3
Citroen,C4,2009,44238,2010-04-18,Gaz,Manuelle,110,Euro 3,Bleu,SUV,USA,24000,13566.0
Nissan,Leaf,2022,156000,2022-01-09,Diesel,Automatique,150,Euro 6,Bleu,Berline,Italie,33000,28835.0
Audi,Q5,2005,201131,2007-03-19,Gaz,Manuelle,110,Euro 3,Noir,Crossover,France,65000,15548.0
Volkswagen,Golf,2016,245123,2018-03-06,Essence,Automatique,150,Euro 5,Rouge,Break,Allemagne,25000,14300.0
Toyota,Yaris,2006,114127,2008-01-12,Essence,Manuelle,130,Euro 3,Rouge,Crossover,France,19000,6755.0
Nissan,Ariya,2011,229138,2013-06-16,Gaz,Automatique,90,Euro 4,Noir,Berline,France,39300,17043.0
Hyundai,i20,2018,226349,2019-12-24,Diesel,Manuelle,90,Euro 5,Blanc,Break,USA,19500,12240.0
Toyota,Yaris,2008,62070,2010-11-12,Essence,Automatique,200,Euro 3,Noir,Break,France,19000,10120.0
Ford,Mustang,2008,112329,2009-06-26,Diesel,Automatique,150,Euro 3,Noir,Monospace,USA,59300,25748.0
Citroen,C4,2018,176459,2021-01-11,Diesel,Manuelle,110,Euro 5,Noir,Break,Italie,24000,16315.0
BMW,Serie 1,2015,220446,2015-04-03,Diesel,Manuelle,130,Euro 5,Gris,Crossover,France,35000,18513.0
Dacia,Duster,2010,122458,2012-03-19,Gaz,Automatique,110,Euro 4,Gris,Monospace,Espagne,19900,11270.0
BMW,Serie 3,2024,129657,2024-02-27,Essence,Manuelle,110,Euro 6,Rouge,Crossover,Italie,45000,39688.0
Hyundai,Tucson,2021,239243,2024-10-09,Gaz,Manuelle,130,Euro 6,Rouge,Crossover,Japon,35000,25704.0
Kia,EV6,2012,235596,2012-02-03,Diesel,Manuelle,130,Euro 4,Blanc,Monospace,France,64607,27021.87
Kia,Sportage,2019,83123,2021-08-30,Electrique,Automatique,200,Euro 1,Bleu,SUV,Allemagne,48039,43920.03
Peugeot,3008,2019,42324,2022-10-24,Hybride,Automatique,150,Euro 1,Gris,Monospace,Italie,35000,33615.0
BMW,Serie 3,2024,27822,2025-04-25,Essence,Automatique,130,Euro 6,Blanc,Break,USA,45000,46354.0
Citroen,C3 Berlin,2011,77248,2012-09-21,Gaz,Automatique,130,Euro 4,Blanc,Monospace,France,21800,14364.0
Hyundai,i20,2014,55290,2017-01-25,Diesel,Automatique,90,Euro 4,Rouge,Berline,Japon,19500,14560.0
Renault,Captur,2006,248049,2009-08-27,Gaz,Automatique,130,Euro 3,Gris,Break,USA,28000,7216.0
Ford,Bronco,2020,186775,2023-06-11,Electrique,Automatique,110,Euro 1,Bleu,Break,France,76500,59220.0
Nissan,Leaf,2020,210286,2022-08-04,Gaz,Automatique,130,Euro 6,Blanc,Break,France,33000,25326.0
Kia,EV6,2014,108315,2014-09-15,Hybride,Automatique,200,Euro 1,Blanc,Monospace,Japon,64607,42964.2
Porsche,Taycan 4 Cross Turismmo,2019,142128,2022-12-27,Hybride,Manuelle,110,Euro 1,Noir,SUV,Allemagne,117450,86300.5
Hyundai,i30,2006,160892,2009-02-14,Diesel,Automatique,130,Euro 3,Gris,SUV,USA,22000,7590.0
Porsche,911 GT3,2009,174596,2012-12-16,Essence,Manuelle,200,Euro 3,Gris,SUV,Italie,212200,81016.0
Porsche,911 GT3,2013,102816,2016-12-31,Hybride,Manuelle,110,Euro 1,Noir,Monospace,Espagne,212200,123291.0
Audi,A3,2024,19974,2027-02-23,Electrique,Automatique,150,Euro 1,Noir,SUV,France,34000,42075.0
Nissan,X-Trail,2008,16066,2008-01-22,Gaz,Automatique,90,Euro 3,Gris,Monospace,Espagne,43800,24582.0
Volkswagen,Tiguan,2015,182492,2015-02-20,Essence,Manuelle,130,Euro 5,Blanc,Crossover,Japon,40000,22165.0
Citroen,C3 Berlin,2022,201193,2022-03-22,Hybride,Manuelle,150,Euro 1,Bleu,Crossover,Espagne,21800,19462.0
Ford,Mustang,2010,168154,2012-08-27,Gaz,Manuelle,130,Euro 4,Blanc,SUV,USA,59300,26082.0
BMW,Serie 5,2021,221141,2022-04-20,Electrique,Automatique,110,Euro 1,Gris,Berline,Espagne,65000,50439.0
Hyundai,i30,2009,234145,2011-09-04,Essence,Automatique,200,Euro 3,Gris,Berline,Italie,22000,8000.0
Mercedes,GLC,2008,53639,2011-02-12,Diesel,Manuelle,150,Euro 3,Bleu,Break,Allemagne,85000,40655.0
Audi,A3,2015,203359,2016-05-02,Hybride,Manuelle,130,Euro 1,Gris,Break,Italie,34000,20299.0
Citroen,C5 Aircross,2010,152285,2013-08-05,Hybride,Manuelle,200,Euro 1,Gris,Break,Allemagne,35000,17200.0
Porsche,911 GT3,2007,102778,2007-01-29,Essence,Automatique,110,Euro 3,Rouge,Berline,Italie,212200,83577.0
Renault,Megane,2015,215286,2015-09-25,Gaz,Manuelle,200,Euro 5,Rouge,Crossover,Espagne,25000,14820.0
Ford,Kuga,2021,173651,2022-07-01,Essence,Manuelle,110,Euro 6,Noir,Monospace,Italie,34000,25234.0
Peugeot,5008,2007,12496,2009-08-12,Gaz,Automatique,200,Euro 3,Rouge,SUV,Allemagne,42000,22800.0
Volkswagen,Passat,2011,52797,2012-02-20,Gaz,Automatique,90,Euro 4,Noir,Monospace,Japon,36000,22624.0
Hyundai,Tucson,2007,204295,2010-04-05,Diesel,Automatique,110,Euro 3,Bleu,Crossover,Espagne,35000,11049.0
Nissan,X-Trail,2021,16320,2021-06-13,Diesel,Manuelle,200,Euro 6,Rouge,Monospace,France,43800,41220.0
Ford,Bronco,2019,236439,2020-09-17,Hybride,Automatique,130,Euro 1,Noir,SUV,Espagne,76500,51336.0
Tesla,Model S,2018,185855,2019-02-07,Electrique,Manuelle,150,Euro 1,Bleu,Crossover,USA,95000,64960.0
Dacia,Spring,2023,111600,2023-10-15,Gaz,Automatique,150,Euro 6,Noir,Crossover,Italie,22000,23220.0
Audi,A6,2008,124197,2008-04-12,Gaz,Automatique,90,Euro 3,Noir,Berline,Espagne,72000,30560.0
Mercedes,GLC,2011,101617,2013-05-30,Gaz,Automatique,150,Euro 4,Blanc,Break,Italie,85000,45900.0
Nissan,X-Trail,2021,185080,2024-02-17,Diesel,Manuelle,90,Euro 6,Noir,Berline,France,43800,32631.0
Audi,Q5,2012,231182,2012-07-31,Diesel,Automatique,110,Euro 4,Noir,SUV,Allemagne,65000,27921.0
BMW,Serie 1,2010,147525,2011-09-12,Gaz,Automatique,150,Euro 4,Bleu,Berline,USA,35000,17600.0
Citroen,C5 Aircross,2006,67227,2008-01-19,Gaz,Automatique,200,Euro 3,Gris,SUV,Allemagne,35000,16200.0
Toyota,Hilux,2007,135997,2010-06-03,Essence,Automatique,130,Euro 3,Blanc,Crossover,Allemagne,45000,17028.0
Toyota,RAV4,2018,165089,2021-09-26,Electrique,Manuelle,90,Euro 1,Noir,Crossover,Espagne,37000,28314.0
Citroen,C4,2008,52714,2008-08-07,Gaz,Manuelle,150,Euro 3,Noir,Crossover,USA,24000,12690.0
Ford,Kuga,2013,120931,2014-09-05,Diesel,Manuelle,200,Euro 4,Gris,Crossover,Italie,34000,19800.0
Nissan,Qashqai,2019,201512,2019-02-17,Gaz,Manuelle,200,Euro 5,Rouge,Crossover,Japon,34700,24830.0
Peugeot,308,2006,182641,2007-04-11,Gaz,Manuelle,150,Euro 3,Bleu,Berline,USA,30000,9240.0
Kia,Niro,2019,237560,2021-12-24,Diesel,Manuelle,130,Euro 5,Gris,Crossover,Italie,39811,25488.82
Ford,Focus,2017,89696,2020-08-15,Gaz,Manuelle,110,Euro 5,Blanc,Monospace,Japon,30550,23536.5
Kia,Sportage,2018,207180,2019-05-04,Hybride,Automatique,200,Euro 1,Bleu,Monospace,Allemagne,48039,34124.18
Mercedes,GLC,2018,94040,2018-10-02,Essence,Automatique,90,Euro 5,Bleu,Berline,USA,85000,63437.0
Toyota,Corolla,2020,209626,2023-10-12,Diesel,Automatique,90,Euro 6,Bleu,Berline,Italie,28000,21012.0
Kia,EV6,2015,57657,2017-09-22,Gaz,Automatique,150,Euro 5,Rouge,Berline,Japon,64607,47332.76
Porsche,Carrera 4 GTS Cabriolet,2014,186059,2017-09-13,Hybride,Automatique,130,Euro 1,Blanc,Berline,Japon,197400,105924.0
Citroen,C4,2022,127950,2022-03-05,Gaz,Automatique,110,Euro 6,Blanc,Monospace,Japon,24000,23452.0
Dacia,Spring,2007,150820,2010-03-18,Diesel,Manuelle,200,Euro 3,Noir,Monospace,USA,22000,8160.0
Mercedes,GLC,2024,242074,2025-09-14,Gaz,Automatique,130,Euro 6,Blanc,Monospace,Italie,85000,68248.0
BMW,Serie 3,2007,218638,2008-01-05,Gaz,Manuelle,150,Euro 3,Rouge,Monospace,Italie,45000,13440.0
Volkswagen,Passat,2024,217414,2025-10-30,Essence,Automatique,130,Euro 6,Noir,Monospace,Italie,36000,30257.0
Mercedes,Classe C,2019,77965,2019-10-28,Diesel,Manuelle,110,Euro 5,Gris,SUV,Espagne,55000,43758.0
Citroen,C5 Aircross,2005,121112,2006-12-25,Gaz,Automatique,110,Euro 3,Gris,Berline,Japon,35000,12276.0
Peugeot,3008,2009,55765,2012-07-05,Essence,Manuelle,130,Euro 3,Blanc,SUV,Italie,35000,17650.0
Toyota,Yaris,2019,61315,2020-12-05,Hybride,Manuelle,130,Euro 1,Gris,SUV,France,19000,18407.0
Dacia,Bigster,2020,124629,2020-07-18,Electrique,Manuelle,150,Euro 1,Rouge,SUV,USA,25000,23940.0
Tesla,Model X,2015,103031,2018-03-28,Electrique,Manuelle,130,Euro 1,Rouge,SUV,Allemagne,120000,79569.0
Porsche,Carrera 4 GTS Cabriolet,2022,224121,2024-09-23,Essence,Automatique,110,Euro 6,Rouge,SUV,Japon,197400,143640.0
Tesla,Model X,2011,132639,2011-03-15,Electrique,Manuelle,130,Euro 1,Gris,Break,Allemagne,120000,60624.0
Mercedes,Classe C,2016,145727,2016-05-14,Gaz,Automatique,90,Euro 5,Blanc,Monospace,Allemagne,55000,36828.0
Tesla,Model X,2024,111551,2024-03-13,Electrique,Automatique,150,Euro 1,Blanc,SUV,USA,120000,114365.0
Dacia,Bigster,2013,22631,2015-09-25,Essence,Manuelle,130,Euro 4,Rouge,Monospace,Allemagne,25000,16445.0
Peugeot,208,2016,84961,2018-07-14,Gaz,Automatique,130,Euro 5,Gris,Break,Italie,18000,15504.0
BMW,X5,2005,105015,2005-12-05,Gaz,Manuelle,200,Euro 3,Rouge,Monospace,Italie,80000,27555.0
Toyota,Yaris,2019,166584,2022-02-03,Essence,Manuelle,150,Euro 5,Bleu,Break,USA,19000,13455.0
Kia,Sportage,2012,20213,2015-07-02,Diesel,Automatique,200,Euro 4,Gris,SUV,Espagne,48039,32264.18
